question,possible_answers,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop
What sport does Momo Wall Blamo play?,"[""association football"", ""football"", ""soccer""]",5203012,Momo Wall Blamo,sport,association football,2303142,560,920845,"[""Momo Blamo""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6897386,http://www.wikidata.org/entity/Q2736,Momo Wall Blamo,Association football,59,197767
What sport does Alexandru Chiculiță play?,"[""fencing""]",1009429,Alexandru Chiculiță,sport,fencing,431321,560,124061,"[""Alexandru Chiculita""]",[],http://www.wikidata.org/entity/Q1644850,http://www.wikidata.org/entity/Q12100,Alexandru Chiculiță,Fencing,41,34201
What sport does Irina Crasnoscioc play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2840241,Irina Crasnoscioc,sport,basketball,1218543,560,1762290,[],"[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q3801958,http://www.wikidata.org/entity/Q5372,Irina Crasnoscioc,Basketball,42,149310
What sport does Louis Perrée play?,"[""fencing""]",1993158,Louis Perrée,sport,fencing,874741,560,124061,"[""Louis Perree""]",[],http://www.wikidata.org/entity/Q2599319,http://www.wikidata.org/entity/Q12100,Louis Perrée,Fencing,46,34201
What sport does 2011–12 Elon Phoenix men's basketball team play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",3174709,2011–12 Elon Phoenix men's basketball team,sport,basketball,1358149,560,1762290,[],"[""hoops"",""b-ball"",""basket ball"",""BB"",""Basketball""]",http://www.wikidata.org/entity/Q4623602,http://www.wikidata.org/entity/Q5372,2011–12 Elon Phoenix men's basketball team,Basketball,41,149310
"What is the sport played by Gustavo García, the Mexican athlete?","[""association football"", ""football"", ""soccer""]",972414,Gustavo García,sport,association football,414565,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16242191,http://www.wikidata.org/entity/Q2736,Gustavo García (1980s footballer),Association football,56,197767
What sport does FIBT World Championships 1939 play?,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",5168782,FIBT World Championships 1939,sport,bobsleigh,2286976,560,570412,[],"[""bobsledding"",""bobsled"",""bobsleighing"",""Bobsled""]",http://www.wikidata.org/entity/Q684525,http://www.wikidata.org/entity/Q177275,FIBT World Championships 1939,Bobsleigh,92,8944
What sport does Frank Cornan play?,"[""association football"", ""football"", ""soccer""]",4143981,Frank Cornan,sport,association football,1817024,560,920845,"[""Francis Cornan""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5485966,http://www.wikidata.org/entity/Q2736,Frank Cornan,Association football,44,197767
What sport does Andrei Vițelaru play?,"[""association football"", ""football"", ""soccer""]",3326413,Andrei Vițelaru,sport,association football,1429258,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q4756001,http://www.wikidata.org/entity/Q2736,Andrei Vițelaru,Association football,90,197767
What sport does 1973 Virginia Slims of Fort Lauderdale play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2943987,1973 Virginia Slims of Fort Lauderdale,sport,tennis,1260510,560,2845656,[],"[""lawn tennis"",""lawntennis""]",http://www.wikidata.org/entity/Q4014221,http://www.wikidata.org/entity/Q847,1973 Virginia Slims of Fort Lauderdale,Tennis,31,62513
What sport does Shahrul Azhar Ture play?,"[""association football"", ""football"", ""soccer""]",5728594,Shahrul Azhar Ture,sport,association football,2557015,560,920845,"[""Shahrul Azhar bin Ture""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7462290,http://www.wikidata.org/entity/Q2736,Shahrul Azhar Ture,Association football,78,197767
What sport does 1949 France rugby union tour of Argentina play?,"[""rugby union"", ""rugby""]",2938656,1949 France rugby union tour of Argentina,sport,rugby union,1258364,560,1967752,[],"[""rugby""]",http://www.wikidata.org/entity/Q3996497,http://www.wikidata.org/entity/Q5849,1949 France rugby union tour of Argentina,Rugby union,84,53595
What sport does Maximiliano Cuberas play?,"[""association football"", ""football"", ""soccer""]",5126550,Maximiliano Cuberas,sport,association football,2266311,560,920845,"[""Maximiliano Pablo Cuberas Escalas""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6795752,http://www.wikidata.org/entity/Q2736,Maximiliano Cuberas,Association football,56,197767
What sport does All-Ireland Senior Club Camogie Championship 1970 play?,"[""camogie""]",3293853,All-Ireland Senior Club Camogie Championship 1970,sport,camogie,1413093,560,2009061,[],[],http://www.wikidata.org/entity/Q4728068,http://www.wikidata.org/entity/Q601972,All-Ireland Senior Club Camogie Championship 1970,Camogie,33,5647
What sport does Alexei Ugarov play?,"[""ice hockey""]",439537,Alexei Ugarov,sport,ice hockey,178386,560,1279430,"[""Alexei Mikhailovich Ugarov""]",[],http://www.wikidata.org/entity/Q1336430,http://www.wikidata.org/entity/Q41466,Alexei Ugarov,Ice hockey,50,59363
What sport does Duncan Lambie play?,"[""association football"", ""football"", ""soccer""]",1318756,Duncan Lambie,sport,association football,586133,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1808538,http://www.wikidata.org/entity/Q2736,Duncan Lambie,Association football,86,197767
What sport does Saša Janić play?,"[""association football"", ""football"", ""soccer""]",1056361,Saša Janić,sport,association football,452618,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1676277,http://www.wikidata.org/entity/Q2736,Saša Janić,Association football,45,197767
What sport does Tony Wagstaff play?,"[""association football"", ""football"", ""soccer""]",6020866,Tony Wagstaff,sport,association football,2703051,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q7823632,http://www.wikidata.org/entity/Q2736,Tony Wagstaff,Association football,99,197767
"What sport does George Burley, an English athlete born in 1900, participate in?","[""association football"", ""football"", ""soccer""]",4209409,George Burley,sport,association football,1845724,560,920845,"[""George Marcus Burley""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5537437,http://www.wikidata.org/entity/Q2736,George Burley (English footballer),Association football,69,197767
What sport does Guilherme Andrade play?,"[""association football"", ""football"", ""soccer""]",376145,Guilherme Andrade,sport,association football,152103,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q1279052,http://www.wikidata.org/entity/Q2736,Guilherme Andrade,Association football,69,197767
What sport does Elisabeta Guzganu-Tufan play?,"[""fencing""]",1996755,Elisabeta Guzganu-Tufan,sport,fencing,876246,560,124061,[],[],http://www.wikidata.org/entity/Q2603280,http://www.wikidata.org/entity/Q12100,Elisabeta Guzganu-Tufan,Fencing,63,34201
"What sport does Pablo Aguilar, the Argentinian born in 1984, play?","[""association football"", ""football"", ""soccer""]",1238197,Pablo Aguilar,sport,association football,550349,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q17504750,http://www.wikidata.org/entity/Q2736,"Pablo Aguilar (footballer, born 1984)",Association football,45,197767
What sport does Sava Paunović play?,"[""association football"", ""football"", ""soccer""]",5699583,Sava Paunović,sport,association football,2542247,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q7427671,http://www.wikidata.org/entity/Q2736,Sava Paunović,Association football,92,197767
What sport does 2008–09 National Indoor Soccer League season play?,"[""association football"", ""football"", ""soccer""]",3168768,2008–09 National Indoor Soccer League season,sport,association football,1354623,560,920845,"[""2008-09 National Indoor Soccer League season""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q4612796,http://www.wikidata.org/entity/Q2736,2008–09 National Indoor Soccer League season,Association football,51,197767
What sport is played during the 1994–95 season of the women's Fußball-Bundesliga?,"[""association football"", ""football"", ""soccer""]",6354799,1994–95 Fußball-Bundesliga,sport,association football,2864682,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q880548,http://www.wikidata.org/entity/Q2736,1994–95 Frauen-Bundesliga,Association football,73,197767
What sport does Juan López Hita play?,"[""association football"", ""football"", ""soccer""]",6385442,Juan López Hita,sport,association football,2876208,560,920845,"[""Juan Lopez Hita""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q9015726,http://www.wikidata.org/entity/Q2736,Juan Hita,Association football,29,197767
What sport does Livia Altmann play?,"[""ice hockey""]",792503,Livia Altmann,sport,ice hockey,338078,560,1279430,[],[],http://www.wikidata.org/entity/Q15803693,http://www.wikidata.org/entity/Q41466,Livia Altmann,Ice hockey,96,59363
What sport does Granada Lions play?,"[""American football"", ""gridiron football"", ""🏈"", ""football"", ""American rules football""]",4275500,Granada Lions,sport,American football,1874428,560,1278160,[],"[""gridiron football"",""\ud83c\udfc8"",""football"",""American rules football""]",http://www.wikidata.org/entity/Q5594102,http://www.wikidata.org/entity/Q41323,Granada Lions,American football,73,149108
"What is the sport played by Francis, a Spanish athlete?","[""association football"", ""football"", ""soccer""]",2025544,Francis,sport,association football,887778,560,920845,"[""Francisco Jes\u00fas P\u00e9rez Malia"",""Francisco Jesus Perez Malia""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q2635435,http://www.wikidata.org/entity/Q2736,"Francis (footballer, born 1981)",Association football,60,197767
What sport does José Luis Contaja play?,"[""association football"", ""football"", ""soccer""]",4766062,José Luis Contaja,sport,association football,2095337,560,920845,"[""Jose Luis Contaja""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q6292742,http://www.wikidata.org/entity/Q2736,José Luis Contaja,Association football,35,197767
What sport does Luis Eduardo Maldonado play?,"[""association football"", ""football"", ""soccer""]",5033447,Luis Eduardo Maldonado,sport,association football,2223224,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q6700500,http://www.wikidata.org/entity/Q2736,"Luis Maldonado (footballer, born 1985)",Association football,29,197767
What sport does Afyonkarahisarspor play?,"[""association football"", ""football"", ""soccer""]",2897641,Afyonkarahisarspor,sport,association football,1241334,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q389629,http://www.wikidata.org/entity/Q2736,Afyonkarahisarspor,Association football,75,197767
What sport does canoeing at the 2014 Asian Games – women's K-4 500 metres play?,"[""canoeing and kayaking""]",1381880,canoeing at the 2014 Asian Games – women's K-4 500 metres,sport,canoeing and kayaking,617465,560,746619,"[""canoeing at the 2014 Asian Games - women's K-4 500 metres""]",[],http://www.wikidata.org/entity/Q18386497,http://www.wikidata.org/entity/Q213934,Canoeing at the 2014 Asian Games – Women's K-4 500 metres,Canoeing and kayaking,26,112
What sport does Andrés Bottiglieri play?,"[""association football"", ""football"", ""soccer""]",3333872,Andrés Bottiglieri,sport,association football,1432292,560,920845,"[""Andres Bottiglieri""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q4760159,http://www.wikidata.org/entity/Q2736,Andrés Bottiglieri,Association football,84,197767
What sport does Hermann Gadner play?,"[""cross-country skiing"", ""XC skiing""]",2343819,Hermann Gadner,sport,cross-country skiing,1021881,560,579254,[],"[""XC skiing""]",http://www.wikidata.org/entity/Q3101617,http://www.wikidata.org/entity/Q179687,Hermann Gadner,Cross-country skiing (sport),75,2930
What sport does Radoslav Školník play?,"[""association football"", ""football"", ""soccer""]",5522876,Radoslav Školník,sport,association football,2460999,560,920845,"[""Radoslav Skolnik""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q7281606,http://www.wikidata.org/entity/Q2736,Radoslav Školník,Association football,33,197767
What sport does Gábor Jánvári play?,"[""association football"", ""football"", ""soccer""]",4305618,Gábor Jánvári,sport,association football,1889217,560,920845,"[""Gabor Janvari""]","[""football"",""soccer""]",http://www.wikidata.org/entity/Q5625743,http://www.wikidata.org/entity/Q2736,Gábor Jánvári,Association football,50,197767
What sport does 1995 Cook Islands Round Cup play?,"[""association football"", ""football"", ""soccer""]",1070535,1995 Cook Islands Round Cup,sport,association football,459818,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q16837718,http://www.wikidata.org/entity/Q2736,1995 Cook Islands Round Cup,Association football,27,197767
What sport does Hans Pieren play?,"[""alpine skiing""]",5183899,Hans Pieren,sport,alpine skiing,2293462,560,629553,[],[],http://www.wikidata.org/entity/Q686469,http://www.wikidata.org/entity/Q186222,Hans Pieren,Alpine skiing,57,12053
What sport does Adel Bousmal play?,"[""handball"", ""Olympic handball"", ""European team handball"", ""European handball"", ""Borden ball"", ""Pallammanu"", ""team handball""]",1455127,Adel Bousmal,sport,handball,650416,560,2841960,[],"[""Olympic handball"",""European team handball"",""European handball"",""Borden ball"",""Pallammanu"",""team handball""]",http://www.wikidata.org/entity/Q18939030,http://www.wikidata.org/entity/Q8418,Adel Bousmal,Handball,33,34706
"What sport does Scott Muirhead, the Scottish athlete born in 1984, participate in?","[""association football"", ""football"", ""soccer""]",5707942,Scott Muirhead,sport,association football,2546581,560,920845,[],"[""football"",""soccer""]",http://www.wikidata.org/entity/Q7436917,http://www.wikidata.org/entity/Q2736,Scott Muirhead,Association football,74,197767
